id,rdfs_label,name,b_type
HGNC:7228,"Can also see T-helper cells, CNT and DCT ssubsegments",MRC1,gene
HGNC:4947,"major histocompatibility complex, class II, DR alpha",HLA-DRA,gene
P20702,Integrin alpha-X,CD11c,protein
P22897,Macrophage mannose receptor 1,CD206,protein
P34810,Macrosialin,CD68,protein
P01903,"HLA class II histocompatibility antigen, DR alpha chain",HLA-DRA,protein
HGNC:,integrin subunit alpha L,ITGAL,gene
HGNC:,leukocyte immunoglobulin like receptor B2,LILRB2,gene
HGNC:3619,Fc gamma receptor IIIa,FCGR3A,gene
HGNC:4947,"major histocompatibility complex, class II, DR alpha",HLA-DRA,gene
P01903,"HLA class II histocompatibility antigen, DR alpha chain",HLA-DRA,protein
HGNC:7830,natural killer cell granule protein 7,NKG7,gene
HGNC:4414,granulysin,GNLY,gene
HGNC:4708,granzyme A,GZMA,gene
HGNC:10473,RUNX family transcription factor 3,RUNX3,gene
HGNC:7830,natural killer cell granule protein 7,NKG7,gene
HGNC:4414,granulysin,GNLY,gene
HGNC:4708,granzyme A,GZMA,gene
HGNC:10473,RUNX family transcription factor 3,RUNX3,gene
HGNC:16892,CD96 molecule,CD96,gene
HGNC:1677,CD247 molecule,CD247,gene
HGNC:1675,CD3 gamma subunit of T-cell receptor complex,CD3G,gene
HGNC:613,apolipoprotein E,APOE,gene
HGNC:1636,CD1c molecule,CD1C,gene
HGNC:1638,CD1e molecule,CD1E,gene
HGNC:3609,Fc epsilon receptor Ia,FCER1A,gene
HGNC:4947,"major histocompatibility complex, class II, DR alpha",HLA-DRA,gene
P01903,"HLA class II histocompatibility antigen, DR alpha chain",HLA-DRA,protein
HGNC:6152,integrin subunit alpha X,ITGAX,gene
HGNC:3765,fms related receptor tyrosine kinase 3,FLT3,gene
HGNC:26705,C-type lectin domain containing 9A,CLEC9A,gene
P20702,Integrin alpha-X,CD11c,protein
HGNC:6012,interleukin 3 receptor subunit alpha,IL3RA,gene
HGNC:3765,fms related receptor tyrosine kinase 3,FLT3,gene
HGNC:1241,complement C1q A chain,C1QA,gene
HGNC:4947,fms related receptor tyrosine kinase 3,HLA-DRA,gene
HGNC:6152,integrin subunit alpha X,ITGAX,gene
P01903,"HLA class II histocompatibility antigen, DR alpha chain",HLA-DRA,protein
,macrophage scavenger receptor 1,MSR1,gene
,fms related receptor tyrosine kinase 3,ITGAX,gene
,"major histocompatibility complex, class II, DQ alpha 1",HLA-DQA1,gene
HGNC:4948,"major histocompatibility complex, class II, DR beta 1",HLA-DRB1,gene
HGNC:2435,colony stimulating factor 2 receptor subunit alpha,CSF2RA,gene
,CD14 molecule,CD14,gene
HGNC:12339,transient receptor potential cation channel subfamily M member 2,TRPM2,gene
HGNC:16892,CD96 molecule,CD96,gene
HGNC:1673,CD3 delta subunit of T-cell receptor complex,CD3D,gene
HGNC:1675,CD3 gamma subunit of T-cell receptor complex,CD3G,gene
HGNC:11935,CD40 ligand,CD40LG,gene
HGNC:1677,CD247 molecule,CD247,gene
UNIPROT:P01732,T-cell surface glycoprotein CD8 alpha chain,CD8,protein
P04234,T-cell surface glycoprotein CD3 delta chain,CD3,protein
P01730,T-cell surface glycoprotein CD4,CD4,protein
HGNC:4708,granzyme A,GZMA,gene
HGNC:10630,C-C motif chemokine ligand 4,CCL4,gene
HGNC:10632,C-C motif chemokine ligand 5,CCL5,gene
UNIPROT:P01733,T-cell surface glycoprotein CD8 alpha chain,CD8,protein
P04234,T-cell surface glycoprotein CD3 delta chain,CD3,protein
HGNC:6106,forkhead box P3,FOXP3,gene
Q9BZS1,Forkhead box protein P3,FOXP3,protein
HGNC:5713,joining chain of multimeric IgA and IgM,JCHAIN,gene
HGNC:1698,C-C motif chemokine ligand 4,CD79A,gene
HGNC:7315,membrane spanning 4-domains A1,MS4A1,gene
HGNC:4947,"major histocompatibility complex, class II, DR alpha",HLA-DRA,gene
P11836,B-lymphocyte antigen CD20,CD20,protein
P01903,"HLA class II histocompatibility antigen, DR alpha chain",HLA-DRA,protein
HGNC:30125,marginal zone B and B1 cell specific protein,MZB1,gene
HGNC:18508,Fc receptor like 5,FCRL5,gene
HGNC:5713,joining chain of multimeric IgA and IgM,JCHAIN,gene
HGNC:5716,immunoglobulin kappa constant,IGKC,gene
HGNC:10499,S100 calcium binding protein A9,S100A9,gene
HGNC:10498,S100 calcium binding protein A8,S100A8,gene
HGNC:3620,Fc gamma receptor IIIb,FCGR3B,gene
HGNC:2439,colony stimulating factor 3 receptor,CSF3R,gene
P05164,Myeloperoxidase,MPO,protein
HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT,gene
HGNC:2298,carboxypeptidase A3,CPA3,gene
HGNC:7316,membrane spanning 4-domains A2,MS4A2,gene
HGNC:6442,keratin 5,KRT5,gene
HGNC:15979,tumor protein p63,TP63,gene
,glutathione peroxidase 2,GPX2,gene
HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,gene
HGNC:4554,glutathione peroxidase 2,GPX2,gene
HGNC:9364,PRG4: proteoglycan 4,Lubricin,protein
HGNC:14872,ASPN: asporin proteoglycan,Asporin proteoglycan,protein
HGNC:2200,COL2A1: collagen type II alpha 1 chain,Type II Collagen,protein
HGNC:2201,COL3A1: collagen type III alpha 1 chain,Type III Collagen,protein
HGNC:2200,COL2A1: collagen type II alpha 1 chain,Type II Collagen,protein
HGNC:2186,COL11A1: collagen type XI alpha 1 chain,Type XI Collagen,protein
HGNC:2185,COL10A1: collagen type X alpha 1 chain,Type X Collagen,protein
HGNC:438,"ALPL: alkaline phosphatase, biomineralization associated",Alkaline Phosphatase,protein
HGNC:2185,COL10A1: collagen type X alpha 1 chain,Type X Collagen,protein
HGNC:5341,IBSP: integrin binding sialoprotein,Bone Sialoprotein,protein
HGNC:2185,COL10A1: collagen type X alpha 1 chain,COL10A1: collagen type X alpha 1 chain,protein
HGNC:2197,COL1A1: collagen type I alpha 1 chain,COL1A1: collagen type I alpha 1 chain,protein
HGNC:2932,DMP1: dentin matrix acidic phosphoprotein 1,DMP1: dentin matrix acidic phosphoprotein 1,protein
HGNC:2197,COL1A1: collagen type I alpha 1 chain,COL1A1: collagen type I alpha 1 chain,protein
HGNC:5341,IBSP: integrin binding sialoprotein,IBSP: integrin binding sialoprotein,protein
HGNC:124,"TRAP: ACP5: acid phosphatase 5, tartrate resistant","TRAP: ACP5: acid phosphatase 5, tartrate resistant",protein
HGNC:2536,CTSK: cathepsin K,CTSK: cathepsin K,protein
HGNC:124,"TRAP: ACP5: acid phosphatase 5, tartrate resistant","TRAP: ACP5: acid phosphatase 5, tartrate resistant",protein
HGNC:20412,,keratin 20,gene
HGNC:17106,,BEST4,gene
HGNC:20412,,keratin 20,protein
HGNC:17106,,BEST4,protein
HGNC:20412,,keratin 20,gene
HGNC:7512,,MUC2,gene
HGNC:20412,,keratin 20,protein
HGNC:7512,,MUC2,protein
HGNC:26896,,RGMB,gene
HGNC:11204,,SOX9,gene
HGNC:1681,,CD44,gene
HGNC:4504,,Lgr5,gene
HGNC:17360,,LRIG1,gene
HGNC:20323,,SMOC2,gene
HGNC:26896,,RGMB,protein
HGNC:11204,,SOX9,protein
HGNC:1681,,CD44,protein
HGNC:4504,,Lgr5,protein
HGNC:17360,,LRIG1,protein
HGNC:20323,,SMOC2,protein
HGNC:2764,defensin alpha 5,DEFA5,gene
HGNC:2764,defensin alpha 5,DFA5,protein
HGNC:1929,,chromogranin A,gene
HGNC:11506,,synaptophysin,gene
HGNC:6090,,INSM1,gene
HGNC:6088,,INSL5,gene
HGNC:1929,,chromogranin A,protein
HGNC:11506,,synaptophysin,protein
HGNC:6090,,INSM1,protein
HGNC:6088,,INSL5,protein
HGNC:20412,,keratin 20,gene
HGNC:17106,,BEST4,gene
HGNC:20412,,keratin 20,protein
HGNC:17106,,BEST4,protein
HGNC:20412,,keratin 20,gene
HGNC:7512,,MUC2,gene
HGNC:20412,,keratin 20,protein
HGNC:7512,,MUC2,protein
HGNC:20412,,keratin 20,gene
HGNC:20412,,keratin 20,protein
HGNC:20412,,keratin 20,gene
HGNC:2700,,DCLK1,gene
HGNC:14323,,TRPM5,gene
HGNC:19864,,POU2F3,gene
HGNC:9604,COX-1,PTGS1,gene
HGNC:20412,,keratin 20,protein
HGNC:2700,,DCLK1,protein
HGNC:14323,,TRPM5,protein
HGNC:19864,,POU2F3,protein
HGNC:9604,COX-1,PTGS1,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1706,,CD8,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1706,,CD8,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1706,,CD8,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR gamma/delta,protein
HGNC:1706,,,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1706,,CD8,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1706,,CD8,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1678,,CD4,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1695,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1678,,CD4,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1695,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:6149,,CD11b,gene
HGNC:4502,,CD294,gene
HGNC:6149,,CD11b,protein
HGNC:4502,,CD294,protein
HGNC:130,,aSMA,gene
HGNC:130,,aSMA,protein
HGNC:130,,aSMA,gene
HGNC:12781,,WNT2B,gene
HGNC:20866,,RSPO3,gene
HGNC:130,,aSMA,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:29602,,podoplanin,gene
HGNC:8823,,CD31,protein
HGNC:29602,,podoplanin,protein
HGNC:8804,,PDGFRB,gene
HGNC:8804,,PDGFRB,protein
HGNC:130,,aSMA,gene
HGNC:130,,aSMA,protein
HGNC:2211,,Col6A1,gene
HGNC:2212,,Col6A2,gene
HGNC:2211,,Col6A1,protein
HGNC:2212,,Col6A2,protein
HGNC:1050,,S100,gene
HGNC:7656,,CD56,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,CD274/PDL1,protein
HGNC:7656,,CD56,protein
HGNC:12513,,PGP9.5,protein
HGNC:9461,,peripherin,gene
HGNC:6839,,MAP-2,gene
HGNC:9461,,peripherin,protein
HGNC:6839,,MAP-2,protein
HGNC:1929,,chromogranin A,gene
HGNC:11506,,synaptophysin,gene
HGNC:6090,,INSM1,gene
HGNC:1929,,chromogranin A,protein
HGNC:11506,,synaptophysin,protein
HGNC:6090,,INSM1,protein
,,sialyl lewis a antigen,protein
HGNC:2336,,CD21,gene
HGNC:1633,,CD19,gene
HGNC:7315,,CD20,gene
HGNC:1698,,CD79a,gene
HGNC:2336,,CD21,protein
HGNC:1633,,CD19,protein
HGNC:7315,,CD20,protein
HGNC:1698,,CD79a,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1678,,CD4,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1678,,CD4,protein
HGNC:1678,,CD4,gene
HGNC:6106,,FOXP3,gene
HGNC:6008,,CD25,gene
HGNC:1678,,CD4,protein
HGNC:6106,,FOXP3,protein
HGNC:6008,,CD25,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1706,,CD8,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1706,,CD8,protein
HGNC:1697,,HLA-DR,gene
HGNC:1631,,CD163,gene
HGNC:7228,,CD206,gene
HGNC:6149,,CD11b,gene
HGNC:1693,,CD68,gene
HGNC:1697,,HLA-DR,protein
HGNC:1631,,CD163,protein
HGNC:7228,,CD206,protein
HGNC:6149,,CD11B,protein
HGNC:1693,,CD68,protein
HGNC:7656,,CD56,gene
HGNC:921,,CD57,gene
HGNC:6152,,CD11c,gene
HGNC:18788,,NKG2D,gene
HGNC:7656,,CD56,protein
HGNC:1695,,CD57,protein
HGNC:6152,,CD11c,protein
HGNC:18788,,NKG2D,protein
HGNC:14687,,LYVE-1,gene
HGNC:14687,,LYVE-1,protein
HGNC:6765,,MADCAM1,gene
HGNC:6765,,MADCAM1,protein
HGNC:2336,,CD21,gene
HGNC:1633,,CD19,gene
HGNC:7315,,CD20,gene
HGNC:1698,,CD79a,gene
HGNC:2336,,CD21,protein
HGNC:1633,,CD19,protein
HGNC:7315,,CD20,protein
HGNC:1698,,CD79a,protein
HGNC:10658,,CD138,gene
HGNC:10658,,CD138,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1678,,CD4,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1678,,CD4,protein
HGNC:1678,,CD4,gene
HGNC:6106,,FOXP3,gene
HGNC:6008,,CD25,gene
HGNC:1678,,CD4,protein
HGNC:6106,,FOXP3,protein
HGNC:6008,,CD25,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1706,,CD8,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1706,,CD8,protein
HGNC:1697,,HLA-DR,gene
HGNC:1631,,CD163,gene
HGNC:7228,,CD206,gene
HGNC:6149,,CD11b,gene
HGNC:1693,,CD68,gene
HGNC:1697,,HLA-DR,protein
HGNC:1631,,CD163,protein
HGNC:7228,,CD206,protein
HGNC:6149,,CD11b,protein
HGNC:1693,,CD68,protein
HGNC:6149,,CD11b,gene
HGNC:4502,,CD294,gene
HGNC:6149,,CD11b,protein
HGNC:4502,,CD294,protein
HGNC:6342,,CD117,gene
HGNC:10922,,MCT,gene
HGNC:6342,,CD117,protein
HGNC:10922,,MCT,protein
HGNC:4015,,CD15,gene
HGNC:3619,,CD16,gene
HGNC:4015,,CD15,protein
HGNC:3619,,CD16,protein
HGNC:7656,,CD56,gene
HGNC:921,,CD57,gene
HGNC:6152,,CD11c,gene
HGNC:18788,,NKG2D,gene
HGNC:7656,,CD56,protein
HGNC:921,,CD57,protein
HGNC:6152,,CD11c,protein
HGNC:18788,,NKG2D,protein
HGNC:1697,,HLA-DR,gene
HGNC:6152,,CD11c,gene
HGNC:6012,,CD123,gene
HGNC:1697,,HLA-DR,protein
HGNC:6152,,CD11c,protein
HGNC:6012,,CD123,protein
HGNC:6024,,CD127,gene
HGNC:6342,,CD117,gene
HGNC:6373,,CD161,gene
HGNC:6024,,CD127,protein
HGNC:6342,,CD117,protein
HGNC:6373,,CD161,protein
HGNC:2211,,Col6A1,gene
HGNC:2212,,Col6A2,gene
HGNC:2211,,Col6A1,protein
HGNC:2212,,Col6A2,protein
HGNC:17635,,PDL1,gene
HGNC:7656,,CD56,gene
HGNC:12513,,PGP9.5,gene
HGNC:17635,,PDL1,protein
HGNC:7656,,CD56,protein
HGNC:12513,,PGP9.5,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:29602,,podoplanin,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:29602,,podoplanin,protein
HGNC:8804,,PDGFRB,gene
HGNC:8804,,PDGFRB,protein
HGNC:1050,,S100,gene
HGNC:1050,,S100,protein
HGNC:2211,,Col6A1,gene
HGNC:2212,,Col6A2,gene
HGNC:2211,,Col6A1,protein
HGNC:2212,,Col6A2,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:29602,,podoplanin,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:29602,,podoplanin,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8804,,PDGFRB,gene
HGNC:8804,,PDGFRB,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1678,,CD4,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1678,,CD4,protein
HGNC:1678,,CD4,gene
HGNC:6106,,FOXP3,gene
HGNC:6008,,CD25,gene
HGNC:1678,,CD4,protein
HGNC:6106,,FOXP3,protein
HGNC:6008,,CD25,protein
HGNC:1676,,CD3,gene
HGNC:1695,,CD7,gene
HGNC:1639,,CD2,gene
HGNC:1685,,CD5,gene
HGNC:1673,,CD3-TCR,gene
HGNC:1706,,CD8,gene
HGNC:1676,,CD3,protein
HGNC:1695,,CD7,protein
HGNC:1639,,CD2,protein
HGNC:1685,,CD5,protein
HGNC:1673,,TCR alpha/beta,protein
HGNC:1706,,CD8,protein
HGNC:1697,,HLA-DR,gene
HGNC:1631,,CD163,gene
HGNC:7228,,CD206,gene
HGNC:6149,,CD11b,gene
HGNC:1693,,CD68,gene
HGNC:1697,,HLA-DR,protein
HGNC:1631,,CD163,protein
HGNC:7228,,CD206,protein
HGNC:6149,,CD11b,protein
HGNC:1693,,CD68,protein
HGNC:7656,,CD56,gene
HGNC:921,,CD57,gene
HGNC:6152,,CD11c,gene
HGNC:18788,,NKG2D,gene
HGNC:7656,,CD56,protein
HGNC:921,,CD57,protein
HGNC:6152,,CD11c,protein
HGNC:18788,,NKG2D,protein
HGNC:1697,,HLA-DR,gene
HGNC:6152,,CD11c,gene
HGNC:6012,,CD123,gene
HGNC:1697,,HLA-DR,protein
HGNC:6152,,CD11c,protein
HGNC:6012,,CD123,protein
HGNC:14687,,LYVE-1,gene
HGNC:14687,,LYVE-1,protein
HGNC:6765,,MADCAM1,gene
HGNC:6765,,MADCAM1,protein
HGNC:8804,,PDGFRB,gene
HGNC:8804,,PDGFRB,protein
,,sialyl lewis a antigen,protein
HGNC:2336,,CD21,gene
HGNC:1633,,CD19,gene
HGNC:7315,,CD20,gene
HGNC:1698,,CD79a,gene
HGNC:2336,,CD21,protein
HGNC:1633,,CD19,protein
HGNC:7315,,CD20,protein
HGNC:1698,,CD79a,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:9461,,peripherin,gene
HGNC:6839,,MAP-2,gene
HGNC:9461,,peripherin,protein
HGNC:6839,,MAP-2,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:9461,,peripherin,gene
HGNC:6839,,MAP-2,gene
HGNC:9461,,peripherin,protein
HGNC:6839,,MAP-2,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:9461,,peripherin,gene
HGNC:6839,,MAP-2,gene
HGNC:9461,,peripherin,protein
HGNC:6839,,MAP-2,protein
HGNC:6342,,CD117,gene
HGNC:1662,,CD34,gene
HGNC:6342,,CD117,protein
HGNC:1662,,CD34,protein
HGNC:130,,aSMA,gene
HGNC:11126,,smoothelin,gene
HGNC:130,,aSMA,protein
HGNC:11126,,smoothelin,protein
HGNC:2211,,Col6A1,gene
HGNC:2212,,Col6A2,gene
HGNC:2211,,Col6A1,protein
HGNC:2212,,Col6A2,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:29602,,podoplanin,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:29602,,podoplanin,protein
HGNC:8804,,PDGFRB,gene
HGNC:8804,,PDGFRB,protein
HGNC:6342,,CD117,gene
HGNC:1662,,CD34,gene
HGNC:6342,,CD117,protein
HGNC:1662,,CD34,protein
HGNC:9461,,peripherin,gene
HGNC:6839,,MAP-2,gene
HGNC:9461,,peripherin,protein
HGNC:6839,,MAP-2,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:2211,,Col6A1,gene
HGNC:2212,,Col6A2,gene
HGNC:2211,,Col6A1,protein
HGNC:2212,,Col6A2,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:17635,,PDL1,gene
HGNC:7656,,CD56,gene
HGNC:12513,,PGP9.5,gene
HGNC:17635,,PDL1,protein
HGNC:7656,,CD56,protein
HGNC:12513,,PGP9.5,protein
HGNC:8804,,PDGFRB,gene
HGNC:8804,,PDGFRB,protein
HGNC:130,,aSMA,gene
HGNC:11126,,smoothelin,gene
HGNC:130,,aSMA,protein
HGNC:11126,,smoothelin,protein
HGNC:2211,,Col6A1,gene
HGNC:2212,,Col6A2,gene
HGNC:2211,,Col6A1,protein
HGNC:2212,,Col6A2,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:29602,,podoplanin,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:29602,,podoplanin,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:8804,,PDGFRB,protein
HGNC:2211,,Col6A1,gene
HGNC:2212,,Col6A2,gene
HGNC:2211,,Col6A1,protein
HGNC:2212,,Col6A2,protein
HGNC:1050,,S100,gene
HGNC:1119,,SOX10,gene
HGNC:12513,,PGP9.5,gene
HGNC:1050,,S100,protein
HGNC:1119,,SOX10,protein
HGNC:12513,,PGP9.5,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:1662,,CD34,gene
HGNC:1663,,CD36,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:1662,,CD34,protein
HGNC:1663,,CD36,protein
HGNC:8823,PECAM1,CD31,gene
HGNC:29602,,podoplanin,gene
HGNC:8823,PECAM1,CD31,protein
HGNC:29602,,podoplanin,protein
HGNC:1050,,S100,gene
HGNC:1050,,S100,protein
HGNC:8804,,PDGFRB,gene
HGNC:8804,,PDGFRB,protein
HGNC:6446,,keratin 8,gene
HGNC:6430,,keratin 18,gene
HGNC:1435,,calretinin,gene
HGNC:6446,,keratin 8,protein
HGNC:6430,,keratin 18,protein
HGNC:1435,,calretinin,protein
HGNC:20412,,keratin 20,gene
HGNC:17106,,BEST4,gene
HGNC:20412,,keratin 20,protein
HGNC:17106,,BEST4,protein
HGNC:20412,,keratin 20,gene
HGNC:7512,,MUC2,gene
HGNC:20412,,keratin 20,protein
HGNC:7512,,MUC2,protein
HGNC:26896,,RGMB,gene
HGNC:11204,,SOX9,gene
HGNC:1681,,CD44,gene
HGNC:4504,,Lgr5,gene
HGNC:17360,,LRIG1,gene
HGNC:20323,,SMOC2,gene
HGNC:26896,,RGMB,protein
HGNC:11204,,SOX9,protein
HGNC:1681,,CD44,protein
HGNC:4504,,Lgr5,protein
HGNC:17360,,LRIG1,protein
HGNC:20323,,SMOC2,protein
HGNC:2764,,defensin alpha 5,gene
HGNC:2764,,defensin alpha 5,protein
HGNC:1929,,chromogranin A,gene
HGNC:11506,,synaptophysin,gene
HGNC:6090,,INSM1,gene
